pair	sample_index	target	direction	ref_pred	cmp_pred	ref_conf	cmp_conf	ref_true_prob	cmp_true_prob	true_prob_delta	ref_margin	cmp_margin
full250_vs_attn250	3524	761	improved	589	761	0.44699907302856445	0.5834551453590393	0.3745099902153015	0.5834551453590393	0.2089451551437378	0.17693805694580078	0.6980619430541992
full250_vs_attn250	22897	772	improved	600	772	0.36301785707473755	0.5368916988372803	0.3381369411945343	0.5368916988372803	0.19875475764274597	0.07100105285644531	0.9602489471435547
full250_vs_attn250	26002	206	regressed	206	197	0.5153768658638	0.44937166571617126	0.5153768658638	0.32849013805389404	-0.186886727809906	0.7491564750671387	0.31334352493286133
full250_vs_attn250	20535	747	improved	882	747	0.27810078859329224	0.3967265784740448	0.21182876825332642	0.3967265784740448	0.18489781022071838	0.2722053527832031	1.0090446472167969
full250_vs_attn250	3182	370	regressed	370	372	0.5624307990074158	0.3804642856121063	0.5624307990074158	0.3782687485218048	-0.18416205048561096	0.9317126274108887	0.005787372589111328
full250_vs_attn250	42791	848	improved	732	848	0.31836116313934326	0.4010550081729889	0.22123083472251892	0.4010550081729889	0.17982417345046997	0.3639798164367676	1.0735201835632324
full250_vs_attn250	24515	390	regressed	390	391	0.43145155906677246	0.5139674544334412	0.43145155906677246	0.25186318159103394	-0.17958837747573853	0.2867259979248047	0.7132740020751953
full250_vs_attn250	46109	412	improved	362	412	0.5787995457649231	0.4238772392272949	0.2530078887939453	0.4238772392272949	0.1708693504333496	0.8275356292724609	0.10996437072753906
full250_vs_attn250	37351	757	regressed	757	812	0.31273674964904785	0.23999004065990448	0.31273674964904785	0.14388900995254517	-0.16884773969650269	1.0196948051452637	0.5115551948547363
full250_vs_attn250	6129	851	improved	651	851	0.433475136756897	0.4430195987224579	0.27668607234954834	0.4430195987224579	0.16633352637290955	0.44895076751708984	0.48854923248291016
full250_vs_attn250	37880	859	regressed	859	742	0.5060553550720215	0.39641883969306946	0.5060553550720215	0.3406994342803955	-0.16535592079162598	0.5360298156738281	0.15147066116333008
full250_vs_attn250	46449	134	regressed	134	136	0.40147799253463745	0.39189305901527405	0.40147799253463745	0.23767465353012085	-0.1638033390045166	0.49991369247436523	0.5000863075256348
full250_vs_attn250	12	712	improved	622	712	0.432098925113678	0.5021502375602722	0.3383790850639343	0.5021502375602722	0.1637711524963379	0.24448776245117188	0.4430122375488281
