pair	group_type	group	quantizer	pairs	numel	changed	changed_fraction	mean_abs_bin_delta	before_near_fraction	after_near_fraction	changed_and_near_fraction	mean_scale_ratio	top1_delta
ckpt10->phase2s	module	features.5.5.attn.proj	lsq_weight	1	147456	5340	0.036214192708333336	0.0362141914665699	0.2432047575712204	0.2460734099149704	0.0362141914665699	1.0	0.24399999999999977
ckpt10->phase2s	parent_kind	features.5.5.attn|attn_proj	lsq_weight	1	147456	5340	0.036214192708333336	0.0362141914665699	0.2432047575712204	0.2460734099149704	0.0362141914665699	1.0	0.24399999999999977
ckpt10->phase2s	stage_kind	features.5.5|attn_proj	lsq_weight	1	147456	5340	0.036214192708333336	0.0362141914665699	0.2432047575712204	0.2460734099149704	0.0362141914665699	1.0	0.24399999999999977
ckpt10->phase2s	module	features.7.1.attn.qkv	lsq_weight	1	1769472	57494	0.03249217845775463	0.03249217942357063	0.21240799129009247	0.21435829997062683	0.03249217942357063	1.0	0.24399999999999977
ckpt10->phase2s	parent_kind	features.7.1.attn|attn_qkv	lsq_weight	1	1769472	57494	0.03249217845775463	0.03249217942357063	0.21240799129009247	0.21435829997062683	0.03249217942357063	1.0	0.24399999999999977
ckpt10->phase2s	stage_kind	features.7.1|attn_qkv	lsq_weight	1	1769472	57494	0.03249217845775463	0.03249217942357063	0.21240799129009247	0.21435829997062683	0.03249217942357063	1.0	0.24399999999999977
ckpt10->phase2s	kind	attn_qkv	lsq_weight	2	2211840	71239	0.03220802589699074	0.032208026573061946	0.21252757608890532	0.21460187435150146	0.032208026573061946	1.0	0.24399999999999977
ckpt10->phase2s	module	features.5.5.attn.qkv	lsq_weight	1	442368	13745	0.031071415653935185	0.031071415171027184	0.2130059152841568	0.215576171875	0.031071415171027184	1.0	0.24399999999999977
ckpt10->phase2s	parent_kind	features.5.5.attn|attn_qkv	lsq_weight	1	442368	13745	0.031071415653935185	0.031071415171027184	0.2130059152841568	0.215576171875	0.031071415171027184	1.0	0.24399999999999977
ckpt10->phase2s	stage_kind	features.5.5|attn_qkv	lsq_weight	1	442368	13745	0.031071415653935185	0.031071415171027184	0.2130059152841568	0.215576171875	0.031071415171027184	1.0	0.24399999999999977
ckpt10->phase2s	module	features.5.5.mlp.fc2	lsq_weight	1	589824	11164	0.018927680121527776	0.01892768032848835	0.1966925710439682	0.199188232421875	0.01892768032848835	1.0	0.24399999999999977
ckpt10->phase2s	parent_kind	features.5.5.mlp|mlp_fc2	lsq_weight	1	589824	11164	0.018927680121527776	0.01892768032848835	0.1966925710439682	0.199188232421875	0.01892768032848835	1.0	0.24399999999999977
ckpt10->phase2s	stage_kind	features.5.5|mlp_fc2	lsq_weight	1	589824	11164	0.018927680121527776	0.01892768032848835	0.1966925710439682	0.199188232421875	0.01892768032848835	1.0	0.24399999999999977
ckpt10->phase2w	module	features.7.1.attn.proj	lsq_weight	1	589824	41424	0.07023111979166667	0.0702311173081398	0.2988908588886261	0.2996351420879364	0.0700954869389534	1.0	0.04200000000000159
ckpt10->phase2w	parent_kind	features.7.1.attn|attn_proj	lsq_weight	1	589824	41424	0.07023111979166667	0.0702311173081398	0.2988908588886261	0.2996351420879364	0.0700954869389534	1.0	0.04200000000000159
ckpt10->phase2w	stage_kind	features.7.1|attn_proj	lsq_weight	1	589824	41424	0.07023111979166667	0.0702311173081398	0.2988908588886261	0.2996351420879364	0.0700954869389534	1.0	0.04200000000000159
ckpt10->phase2w	kind	attn_proj	lsq_weight	2	737280	47773	0.06479627821180556	0.06479627639055252	0.28775363862514497	0.2893690288066864	0.06468099057674408	1.0	0.04200000000000159
ckpt10->phase2w	module	features.7.1.mlp.fc2	lsq_weight	1	2359296	135701	0.05751758151584201	0.057517580687999725	0.2963612973690033	0.3017221987247467	0.057517580687999725	1.0	0.04200000000000159
ckpt10->phase2w	parent_kind	features.7.1.mlp|mlp_fc2	lsq_weight	1	2359296	135701	0.05751758151584201	0.057517580687999725	0.2963612973690033	0.3017221987247467	0.057517580687999725	1.0	0.04200000000000159
ckpt10->phase2w	stage_kind	features.7.1|mlp_fc2	lsq_weight	1	2359296	135701	0.05751758151584201	0.057517580687999725	0.2963612973690033	0.3017221987247467	0.057517580687999725	1.0	0.04200000000000159
ckpt10->phase2w	kind	mlp_fc2	lsq_weight	2	2949120	148334	0.050297715928819445	0.05029771514236927	0.2764275521039963	0.2811048626899719	0.05029771514236927	1.0	0.04200000000000159
ckpt10->phase2w	module	features.5.5.mlp.fc1	lsq_weight	1	589824	25995	0.044072469075520836	0.0440724678337574	0.2333967387676239	0.2414093017578125	0.0440656878054142	1.0	0.04200000000000159
ckpt10->phase2w	parent_kind	features.5.5.mlp|mlp_fc1	lsq_weight	1	589824	25995	0.044072469075520836	0.0440724678337574	0.2333967387676239	0.2414093017578125	0.0440656878054142	1.0	0.04200000000000159
ckpt10->phase2w	stage_kind	features.5.5|mlp_fc1	lsq_weight	1	589824	25995	0.044072469075520836	0.0440724678337574	0.2333967387676239	0.2414093017578125	0.0440656878054142	1.0	0.04200000000000159
ckpt10->phase2w	module	features.5.5.attn.proj	lsq_weight	1	147456	6349	0.04305691189236111	0.0430569127202034	0.2432047575712204	0.2483045756816864	0.0430230051279068	1.0	0.04200000000000159
ckpt10->phase2w	parent_kind	features.5.5.attn|attn_proj	lsq_weight	1	147456	6349	0.04305691189236111	0.0430569127202034	0.2432047575712204	0.2483045756816864	0.0430230051279068	1.0	0.04200000000000159
ckpt10->phase2w	stage_kind	features.5.5|attn_proj	lsq_weight	1	147456	6349	0.04305691189236111	0.0430569127202034	0.2432047575712204	0.2483045756816864	0.0430230051279068	1.0	0.04200000000000159
ckpt10->phase2w	kind	mlp_fc1	lsq_weight	2	2949120	125398	0.04252048068576389	0.04252047911286354	0.2363878071308136	0.2432464599609375	0.0425191231071949	1.0	0.04200000000000159
ckpt10->phase2w	module	features.7.1.mlp.fc1	lsq_weight	1	2359296	99403	0.04213248358832465	0.042132481932640076	0.23713557422161102	0.24370574951171875	0.042132481932640076	1.0	0.04200000000000159
ckpt10->phase2w	parent_kind	features.7.1.mlp|mlp_fc1	lsq_weight	1	2359296	99403	0.04213248358832465	0.042132481932640076	0.23713557422161102	0.24370574951171875	0.042132481932640076	1.0	0.04200000000000159
ckpt10->phase2w	stage_kind	features.7.1|mlp_fc1	lsq_weight	1	2359296	99403	0.04213248358832465	0.042132481932640076	0.23713557422161102	0.24370574951171875	0.042132481932640076	1.0	0.04200000000000159
ckpt10->phase2w	module	features.7.1.attn.qkv	lsq_weight	1	1769472	69285	0.03915574815538195	0.0391557477414608	0.21240799129009247	0.2136281281709671	0.03914670646190643	1.0	0.04200000000000159
ckpt10->phase2w	parent_kind	features.7.1.attn|attn_qkv	lsq_weight	1	1769472	69285	0.03915574815538195	0.0391557477414608	0.21240799129009247	0.2136281281709671	0.03914670646190643	1.0	0.04200000000000159
ckpt10->phase2w	stage_kind	features.7.1|attn_qkv	lsq_weight	1	1769472	69285	0.03915574815538195	0.0391557477414608	0.21240799129009247	0.2136281281709671	0.03914670646190643	1.0	0.04200000000000159
ckpt10->phase2w	kind	attn_qkv	lsq_weight	2	2211840	85450	0.038632993344907406	0.038632992655038834	0.21252757608890532	0.21419180035591126	0.03862575963139534	1.0	0.04200000000000159
ckpt10->phase2w	module	features.5.5.attn.qkv	lsq_weight	1	442368	16165	0.03654197410300926	0.03654197230935097	0.2130059152841568	0.21644648909568787	0.03654197230935097	1.0	0.04200000000000159
ckpt10->phase2w	parent_kind	features.5.5.attn|attn_qkv	lsq_weight	1	442368	16165	0.03654197410300926	0.03654197230935097	0.2130059152841568	0.21644648909568787	0.03654197230935097	1.0	0.04200000000000159
ckpt10->phase2w	stage_kind	features.5.5|attn_qkv	lsq_weight	1	442368	16165	0.03654197410300926	0.03654197230935097	0.2130059152841568	0.21644648909568787	0.03654197230935097	1.0	0.04200000000000159
ckpt10->phase2w	module	features.5.5.mlp.fc2	lsq_weight	1	589824	12633	0.021418253580729168	0.02141825295984745	0.1966925710439682	0.1986355185508728	0.02141825295984745	1.0	0.04200000000000159
ckpt10->phase2w	parent_kind	features.5.5.mlp|mlp_fc2	lsq_weight	1	589824	12633	0.021418253580729168	0.02141825295984745	0.1966925710439682	0.1986355185508728	0.02141825295984745	1.0	0.04200000000000159
ckpt10->phase2w	stage_kind	features.5.5|mlp_fc2	lsq_weight	1	589824	12633	0.021418253580729168	0.02141825295984745	0.1966925710439682	0.1986355185508728	0.02141825295984745	1.0	0.04200000000000159
phase2s->phase2w	module	features.7.1.attn.proj	lsq_weight	1	589824	39739	0.06737433539496528	0.0673743337392807	0.3014797568321228	0.2996351420879364	0.0672183558344841	1.0	-0.20199999999999818
phase2s->phase2w	parent_kind	features.7.1.attn|attn_proj	lsq_weight	1	589824	39739	0.06737433539496528	0.0673743337392807	0.3014797568321228	0.2996351420879364	0.0672183558344841	1.0	-0.20199999999999818
phase2s->phase2w	stage_kind	features.7.1|attn_proj	lsq_weight	1	589824	39739	0.06737433539496528	0.0673743337392807	0.3014797568321228	0.2996351420879364	0.0672183558344841	1.0	-0.20199999999999818
phase2s->phase2w	kind	attn_proj	lsq_weight	2	737280	45790	0.06210666232638889	0.06210666075348854	0.29039848744869234	0.2893690288066864	0.06197645366191864	1.0	-0.20199999999999818
phase2s->phase2w	module	features.7.1.mlp.fc2	lsq_weight	1	2359296	126828	0.0537567138671875	0.0537567138671875	0.301622599363327	0.3017221987247467	0.0537567138671875	1.0	-0.20199999999999818
phase2s->phase2w	parent_kind	features.7.1.mlp|mlp_fc2	lsq_weight	1	2359296	126828	0.0537567138671875	0.0537567138671875	0.301622599363327	0.3017221987247467	0.0537567138671875	1.0	-0.20199999999999818
phase2s->phase2w	stage_kind	features.7.1|mlp_fc2	lsq_weight	1	2359296	126828	0.0537567138671875	0.0537567138671875	0.301622599363327	0.3017221987247467	0.0537567138671875	1.0	-0.20199999999999818
phase2s->phase2w	kind	mlp_fc2	lsq_weight	2	2949120	139681	0.04736362033420139	0.04736362025141716	0.2811357259750366	0.2811048626899719	0.04736362025141716	1.0	-0.20199999999999818
phase2s->phase2w	module	features.7.1.mlp.fc1	lsq_weight	1	2359296	103507	0.04387198554144965	0.043871983885765076	0.24885007739067078	0.24370574951171875	0.043871983885765076	1.0	-0.20199999999999818
phase2s->phase2w	parent_kind	features.7.1.mlp|mlp_fc1	lsq_weight	1	2359296	103507	0.04387198554144965	0.043871983885765076	0.24885007739067078	0.24370574951171875	0.043871983885765076	1.0	-0.20199999999999818
phase2s->phase2w	stage_kind	features.7.1|mlp_fc1	lsq_weight	1	2359296	103507	0.04387198554144965	0.043871983885765076	0.24885007739067078	0.24370574951171875	0.043871983885765076	1.0	-0.20199999999999818
phase2s->phase2w	kind	mlp_fc1	lsq_weight	2	2949120	129376	0.04386935763888889	0.04386935606598854	0.2478003591299057	0.2432464599609375	0.04386698305606842	1.0	-0.20199999999999818
phase2s->phase2w	module	features.5.5.mlp.fc1	lsq_weight	1	589824	25869	0.043858846028645836	0.0438588447868824	0.2436014860868454	0.2414093017578125	0.0438469797372818	1.0	-0.20199999999999818
phase2s->phase2w	parent_kind	features.5.5.mlp|mlp_fc1	lsq_weight	1	589824	25869	0.043858846028645836	0.0438588447868824	0.2436014860868454	0.2414093017578125	0.0438469797372818	1.0	-0.20199999999999818
phase2s->phase2w	stage_kind	features.5.5|mlp_fc1	lsq_weight	1	589824	25869	0.043858846028645836	0.0438588447868824	0.2436014860868454	0.2414093017578125	0.0438469797372818	1.0	-0.20199999999999818
phase2s->phase2w	module	features.7.1.attn.qkv	lsq_weight	1	1769472	72669	0.041068183051215276	0.0410681813955307	0.21435829997062683	0.2136281281709671	0.0410580113530159	1.0	-0.20199999999999818
phase2s->phase2w	parent_kind	features.7.1.attn|attn_qkv	lsq_weight	1	1769472	72669	0.041068183051215276	0.0410681813955307	0.21435829997062683	0.2136281281709671	0.0410580113530159	1.0	-0.20199999999999818
phase2s->phase2w	stage_kind	features.7.1|attn_qkv	lsq_weight	1	1769472	72669	0.041068183051215276	0.0410681813955307	0.21435829997062683	0.2136281281709671	0.0410580113530159	1.0	-0.20199999999999818
phase2s->phase2w	module	features.5.5.attn.proj	lsq_weight	1	147456	6051	0.041035970052083336	0.0410359688103199	0.2460734099149704	0.2483045756816864	0.0410088449716568	1.0	-0.20199999999999818
phase2s->phase2w	parent_kind	features.5.5.attn|attn_proj	lsq_weight	1	147456	6051	0.041035970052083336	0.0410359688103199	0.2460734099149704	0.2483045756816864	0.0410088449716568	1.0	-0.20199999999999818
phase2s->phase2w	stage_kind	features.5.5|attn_proj	lsq_weight	1	147456	6051	0.041035970052083336	0.0410359688103199	0.2460734099149704	0.2483045756816864	0.0410088449716568	1.0	-0.20199999999999818
phase2s->phase2w	kind	attn_qkv	lsq_weight	2	2211840	89153	0.04030716507523148	0.04030716344714165	0.21460187435150146	0.21419180035591126	0.04029902741312981	1.0	-0.20199999999999818
phase2s->phase2w	module	features.5.5.attn.qkv	lsq_weight	1	442368	16484	0.037263093171296294	0.037263091653585434	0.215576171875	0.21644648909568787	0.037263091653585434	1.0	-0.20199999999999818
phase2s->phase2w	parent_kind	features.5.5.attn|attn_qkv	lsq_weight	1	442368	16484	0.037263093171296294	0.037263091653585434	0.215576171875	0.21644648909568787	0.037263091653585434	1.0	-0.20199999999999818
phase2s->phase2w	stage_kind	features.5.5|attn_qkv	lsq_weight	1	442368	16484	0.037263093171296294	0.037263091653585434	0.215576171875	0.21644648909568787	0.037263091653585434	1.0	-0.20199999999999818
phase2s->phase2w	module	features.5.5.mlp.fc2	lsq_weight	1	589824	12853	0.021791246202256944	0.0217912457883358	0.199188232421875	0.1986355185508728	0.0217912457883358	1.0	-0.20199999999999818
phase2s->phase2w	parent_kind	features.5.5.mlp|mlp_fc2	lsq_weight	1	589824	12853	0.021791246202256944	0.0217912457883358	0.199188232421875	0.1986355185508728	0.0217912457883358	1.0	-0.20199999999999818
phase2s->phase2w	stage_kind	features.5.5|mlp_fc2	lsq_weight	1	589824	12853	0.021791246202256944	0.0217912457883358	0.199188232421875	0.1986355185508728	0.0217912457883358	1.0	-0.20199999999999818
