pair	sample_index	target	direction	ref_pred	cmp_pred	ref_conf	cmp_conf	ref_true_prob	cmp_true_prob	true_prob_delta	ref_margin	cmp_margin
phase2fw_vs_fx100wm	21728	514	improved	711	514	0.327776700258255	0.37475818395614624	0.31647220253944397	0.37475818395614624	0.05828598141670227	0.03509712219238281	0.2149028778076172
phase2fw_vs_fx100wm	28008	818	improved	745	818	0.19432391226291656	0.22172091901302338	0.1692994385957718	0.22172091901302338	0.05242148041725159	0.13785743713378906	0.23714256286621094
phase2fw_vs_fx100wm	11762	809	improved	925	809	0.3691606819629669	0.37014251947402954	0.3236340880393982	0.37014251947402954	0.04650843143463135	0.13161849975585938	0.055881500244140625
phase2fw_vs_fx100wm	27364	801	improved	445	801	0.4187384843826294	0.4638672173023224	0.41844266653060913	0.4638672173023224	0.04542455077171326	0.0007066726684570312	0.18679332733154297
phase2fw_vs_fx100wm	12486	600	improved	875	600	0.3141651451587677	0.3230186402797699	0.27777984738349915	0.3230186402797699	0.04523879289627075	0.12308979034423828	0.0019102096557617188
phase2fw_vs_fx100wm	31934	499	improved	909	499	0.22712737321853638	0.26089367270469666	0.21631233394145966	0.26089367270469666	0.044581338763237	0.048787593841552734	0.20121240615844727
phase2fw_vs_fx100wm	44003	830	improved	652	830	0.38960495591163635	0.38024336099624634	0.336039274930954	0.38024336099624634	0.04420408606529236	0.1479053497314453	0.03959465026855469
phase2fw_vs_fx100wm	19340	428	improved	866	428	0.27796459197998047	0.2685444951057434	0.22453604638576508	0.2685444951057434	0.04400844871997833	0.21345758438110352	0.036542415618896484
phase2fw_vs_fx100wm	5283	546	improved	819	546	0.418228417634964	0.41144540905952454	0.36822250485420227	0.41144540905952454	0.043222904205322266	0.12734031677246094	0.06015968322753906
phase2fw_vs_fx100wm	14360	344	regressed	344	150	0.270612895488739	0.2634856700897217	0.270612895488739	0.2278822958469391	-0.04273059964179993	0.22983026504516602	0.14516973495483398
phase2fw_vs_fx100wm	2588	965	improved	692	965	0.45972511172294617	0.46082982420921326	0.4189611077308655	0.46082982420921326	0.04186871647834778	0.0928506851196289	0.032149314880371094
phase2fw_vs_fx100wm	7590	853	improved	448	853	0.1990615427494049	0.21041913330554962	0.1689479500055313	0.21041913330554962	0.04147118330001831	0.16402339935302734	0.023476600646972656
phase2fw_vs_fx100wm	6044	729	improved	618	729	0.3007177412509918	0.32625898718833923	0.28502193093299866	0.32625898718833923	0.041237056255340576	0.05360603332519531	0.19639348983764648
phase2fw_vs_fx100wm	5245	418	regressed	418	626	0.2738662362098694	0.2722274363040924	0.2738662362098694	0.23330669105052948	-0.040559545159339905	0.033215999603271484	0.15428400039672852
phase2fw_vs_fx100wm	20027	585	regressed	585	968	0.27501145005226135	0.31503820419311523	0.27501145005226135	0.23468029499053955	-0.0403311550617218	0.018030166625976562	0.29446983337402344
phase2fw_vs_fx100wm	18177	440	improved	860	440	0.1253858059644699	0.14422422647476196	0.10392604023218155	0.14422422647476196	0.040298186242580414	0.18771600723266602	0.062283992767333984
phase2fw_vs_fx100wm	17767	785	improved	464	785	0.4193139970302582	0.43449342250823975	0.39487606287002563	0.43449342250823975	0.03961735963821411	0.06004810333251953	0.12745189666748047
phase2fw_vs_fx100wm	49539	413	improved	764	413	0.4551331400871277	0.45914074778556824	0.42053812742233276	0.45914074778556824	0.038602620363235474	0.0790548324584961	0.045945167541503906
phase2fw_vs_fx100wm	40443	465	improved	652	465	0.4062812626361847	0.41816970705986023	0.3805185556411743	0.41816970705986023	0.03765115141868591	0.06551074981689453	0.05948925018310547
phase2fw_vs_fx100wm	47715	883	improved	738	883	0.43830934166908264	0.45806410908699036	0.42075449228286743	0.45806410908699036	0.037309616804122925	0.04087543487548828	0.08412456512451172
phase2fw_vs_fx100wm	36752	911	regressed	911	850	0.3041861951351166	0.328885018825531	0.3041861951351166	0.2669823467731476	-0.037203848361968994	0.1039743423461914	0.2085256576538086
phase2fw_vs_fx100wm	18965	931	improved	930	931	0.3860682249069214	0.3761117458343506	0.34101414680480957	0.3761117458343506	0.035097599029541016	0.12409019470214844	0.0009098052978515625
phase2fw_vs_fx100wm	47994	748	improved	893	748	0.3452000916004181	0.3680174648761749	0.3330945074558258	0.3680174648761749	0.03492295742034912	0.03569793701171875	0.08930206298828125
phase2fw_vs_fx100wm	29526	556	regressed	556	766	0.39809808135032654	0.41961967945098877	0.39809808135032654	0.3632001280784607	-0.034897953271865845	0.043105125427246094	0.1443948745727539
phase2fw_vs_fx100wm	13063	799	improved	894	799	0.4777878224849701	0.46778228878974915	0.43320003151893616	0.46778228878974915	0.03458225727081299	0.09796714782714844	0.027032852172851562
phase2fw_vs_fx100wm	41474	925	regressed	925	960	0.44941097497940063	0.436898797750473	0.44941097497940063	0.41506490111351013	-0.0343460738658905	0.13623332977294922	0.05126667022705078
phase2fw_vs_fx100wm	24164	335	regressed	335	103	0.30614450573921204	0.3537529706954956	0.30614450573921204	0.27204030752182007	-0.03410419821739197	0.018601417541503906	0.2626485824584961
phase2fw_vs_fx100wm	37218	207	improved	219	207	0.36038443446159363	0.38510337471961975	0.3510673940181732	0.38510337471961975	0.03403598070144653	0.02619314193725586	0.09880685806274414
phase2fw_vs_fx100wm	46380	479	improved	751	479	0.4250977635383606	0.4401867985725403	0.40624895691871643	0.4401867985725403	0.03393784165382385	0.045352935791015625	0.07964706420898438
phase2fw_vs_fx100wm	23706	730	improved	523	730	0.24506784975528717	0.2623218297958374	0.2289813756942749	0.2623218297958374	0.0333404541015625	0.06789445877075195	0.05710554122924805
